날짜,요일유형,hour,acsr_nm,레코드여부,trf_qnty,판정가능여부,final_stage,final_zero_rate
2026-04-02,평일,04,서촌사거리-북 (남향),있음(비0),30,B형 검토,0,0.0000
2026-04-02,평일,05,서촌사거리-동 (서향),없음(NULL),,B형,0,0.2955
2026-04-02,평일,05,서촌사거리-서 (동향),있음(비0),67,B형 검토,0,0.0000
2026-04-02,평일,05,서촌사거리-북 (남향),있음(비0),27,B형 검토,0,0.0000
2026-04-02,평일,06,서촌사거리-동 (서향),없음(NULL),,B형,0,0.2955
2026-04-02,평일,06,서촌사거리-서 (동향),있음(비0),206,B형 검토,0,0.0000
2026-04-02,평일,06,서촌사거리-북 (남향),있음(비0),46,B형 검토,0,0.0000
2026-04-02,평일,07,서촌사거리-동 (서향),없음(NULL),,B형,0,0.2955
2026-04-02,평일,07,서촌사거리-서 (동향),있음(비0),381,B형 검토,0,0.0000
2026-04-02,평일,07,서촌사거리-북 (남향),있음(비0),65,B형 검토,0,0.0000
2026-04-02,평일,08,서촌사거리-동 (서향),없음(NULL),,B형,0,0.2955
2026-04-02,평일,08,서촌사거리-서 (동향),있음(비0),596,B형 검토,0,0.0000
2026-04-02,평일,08,서촌사거리-북 (남향),있음(비0),132,B형 검토,0,0.0000
2026-04-02,평일,09,서촌사거리-동 (서향),없음(NULL),,B형,0,0.2955
2026-04-02,평일,09,서촌사거리-서 (동향),있음(비0),276,B형 검토,0,0.0000
2026-04-02,평일,09,서촌사거리-북 (남향),있음(비0),101,B형 검토,0,0.0000
2026-04-02,평일,10,서촌사거리-동 (서향),있음(비0),136,B형 검토,0,0.2955
2026-04-02,평일,10,서촌사거리-서 (동향),있음(비0),278,B형 검토,0,0.0000
2026-04-02,평일,10,서촌사거리-북 (남향),있음(비0),141,B형 검토,0,0.0000
2026-04-02,평일,11,서촌사거리-동 (서향),있음(비0),156,B형 검토,0,0.2955
2026-04-02,평일,11,서촌사거리-서 (동향),있음(비0),221,B형 검토,0,0.0000
2026-04-02,평일,11,서촌사거리-북 (남향),있음(비0),175,B형 검토,0,0.0000
2026-04-02,평일,12,서촌사거리-동 (서향),있음(비0),136,B형 검토,0,0.2955
2026-04-02,평일,12,서촌사거리-서 (동향),있음(비0),208,B형 검토,0,0.0000
2026-04-02,평일,12,서촌사거리-북 (남향),있음(비0),162,B형 검토,0,0.0000
2026-04-02,평일,13,서촌사거리-동 (서향),있음(비0),164,B형 검토,0,0.2955
2026-04-02,평일,13,서촌사거리-서 (동향),있음(비0),210,B형 검토,0,0.0000
2026-04-02,평일,13,서촌사거리-북 (남향),있음(비0),164,B형 검토,0,0.0000
2026-04-02,평일,14,서촌사거리-동 (서향),있음(비0),153,B형 검토,0,0.2955
2026-04-02,평일,14,서촌사거리-서 (동향),있음(비0),210,B형 검토,0,0.0000
2026-04-02,평일,14,서촌사거리-북 (남향),있음(비0),172,B형 검토,0,0.0000
2026-04-02,평일,15,서촌사거리-동 (서향),있음(비0),184,B형 검토,0,0.2727
2026-04-02,평일,15,서촌사거리-서 (동향),있음(비0),218,B형 검토,0,0.0000
2026-04-02,평일,15,서촌사거리-북 (남향),있음(비0),152,B형 검토,0,0.0000
2026-04-02,평일,16,서촌사거리-동 (서향),있음(비0),208,B형 검토,0,0.2727
2026-04-02,평일,16,서촌사거리-서 (동향),있음(비0),239,B형 검토,0,0.0000
2026-04-02,평일,16,서촌사거리-북 (남향),있음(비0),178,B형 검토,0,0.0000
2026-04-02,평일,17,서촌사거리-동 (서향),있음(비0),269,B형 검토,0,0.2727
2026-04-02,평일,17,서촌사거리-서 (동향),있음(비0),269,B형 검토,0,0.0000
