날짜,요일유형,hour,acsr_nm,레코드여부,trf_qnty,판정가능여부,final_stage,final_zero_rate
2026-01-02,평일,22,항동중학교입구3R-북(남향),있음(비0),34,B형 검토,1,0.7955
2026-01-02,평일,22,항동중학교입구3R-동(서향),있음(비0),54,B형 검토,1,0.7955
2026-01-02,평일,23,항동중학교입구3R-남(북향),있음(비0),90,B형 검토,0,0.0435
2026-01-02,평일,23,항동중학교입구3R-북(남향),있음(비0),20,B형 검토,1,0.7879
2026-01-02,평일,23,항동중학교입구3R-동(서향),있음(비0),20,B형 검토,1,0.7879
2026-01-03,토요일,00,항동중학교입구3R-남(북향),있음(비0),67,B형 검토,0,0.0000
2026-01-03,토요일,00,항동중학교입구3R-북(남향),있음(비0),5,B형 검토,2,0.6250
2026-01-03,토요일,00,항동중학교입구3R-동(서향),있음(비0),12,B형 검토,2,0.6250
2026-01-03,토요일,01,항동중학교입구3R-남(북향),있음(비0),41,B형 검토,0,0.0000
2026-01-03,토요일,01,항동중학교입구3R-북(남향),있음(비0),7,B형 검토,2,0.6250
2026-01-03,토요일,01,항동중학교입구3R-동(서향),있음(비0),6,B형 검토,1,0.7917
2026-01-03,토요일,02,항동중학교입구3R-남(북향),있음(비0),31,B형 검토,0,0.0000
2026-01-03,토요일,02,항동중학교입구3R-북(남향),있음(비0),9,B형 검토,2,0.6346
2026-01-03,토요일,02,항동중학교입구3R-동(서향),있음(비0),12,B형 검토,2,0.6250
2026-01-03,토요일,03,항동중학교입구3R-남(북향),있음(비0),11,B형 검토,0,0.0000
2026-01-03,토요일,03,항동중학교입구3R-북(남향),있음(비0),9,B형 검토,2,0.6250
2026-01-03,토요일,03,항동중학교입구3R-동(서향),있음(비0),3,B형 검토,1,0.7917
2026-01-03,토요일,04,항동중학교입구3R-남(북향),있음(비0),25,B형 검토,0,0.0000
2026-01-03,토요일,04,항동중학교입구3R-북(남향),있음(비0),16,B형 검토,1,0.7917
2026-01-03,토요일,04,항동중학교입구3R-동(서향),있음(비0),7,B형 검토,1,0.7917
2026-01-03,토요일,05,항동중학교입구3R-남(북향),있음(비0),72,B형 검토,0,0.0000
2026-01-03,토요일,05,항동중학교입구3R-북(남향),있음(비0),29,B형 검토,1,0.7917
2026-01-03,토요일,05,항동중학교입구3R-동(서향),있음(비0),13,B형 검토,1,0.7917
2026-01-03,토요일,06,항동중학교입구3R-남(북향),있음(비0),95,B형 검토,0,0.0000
2026-01-03,토요일,06,항동중학교입구3R-북(남향),있음(비0),34,B형 검토,2,0.6250
2026-01-03,토요일,06,항동중학교입구3R-동(서향),있음(비0),30,B형 검토,1,0.7917
2026-01-03,토요일,07,항동중학교입구3R-남(북향),있음(비0),110,B형 검토,0,0.0000
2026-01-03,토요일,07,항동중학교입구3R-북(남향),있음(비0),50,B형 검토,2,0.6250
2026-01-03,토요일,07,항동중학교입구3R-동(서향),있음(비0),26,B형 검토,1,0.7917
2026-01-03,토요일,08,항동중학교입구3R-남(북향),있음(비0),218,B형 검토,0,0.0000
2026-01-03,토요일,08,항동중학교입구3R-북(남향),있음(비0),57,B형 검토,2,0.6250
2026-01-03,토요일,08,항동중학교입구3R-동(서향),있음(비0),58,B형 검토,1,0.7917
2026-01-03,토요일,09,항동중학교입구3R-남(북향),있음(비0),261,B형 검토,0,0.0000
2026-01-03,토요일,09,항동중학교입구3R-북(남향),있음(비0),65,B형 검토,2,0.6250
2026-01-03,토요일,09,항동중학교입구3R-동(서향),있음(비0),81,B형 검토,2,0.6250
2026-01-03,토요일,10,항동중학교입구3R-남(북향),있음(비0),241,B형 검토,0,0.0000
2026-01-03,토요일,10,항동중학교입구3R-북(남향),있음(비0),91,B형 검토,2,0.6250
2026-01-03,토요일,10,항동중학교입구3R-동(서향),있음(비0),30,B형 검토,1,0.7917
2026-01-03,토요일,11,항동중학교입구3R-남(북향),있음(비0),77,B형 검토,0,0.0000
2026-01-03,토요일,11,항동중학교입구3R-북(남향),있음(비0),78,B형 검토,2,0.6250
2026-01-03,토요일,11,항동중학교입구3R-동(서향),있음(비0),1,B형 검토,1,0.7917
2026-01-03,토요일,12,항동중학교입구3R-남(북향),있음(비0),1,B형 검토,0,0.0000
2026-01-03,토요일,12,항동중학교입구3R-북(남향),있음(비0),7,B형 검토,2,0.6250
2026-01-03,토요일,12,항동중학교입구3R-동(서향),있음(비0),1,B형 검토,1,0.7917
2026-01-03,토요일,13,항동중학교입구3R-남(북향),있음(비0),4,B형 검토,0,0.0000
2026-01-03,토요일,13,항동중학교입구3R-북(남향),있음(비0),9,B형 검토,2,0.6250
2026-01-03,토요일,13,항동중학교입구3R-동(서향),있음(비0),2,B형 검토,1,0.7917
2026-01-03,토요일,14,항동중학교입구3R-남(북향),있음(비0),1,B형 검토,0,0.0000
2026-01-03,토요일,14,항동중학교입구3R-북(남향),있음(비0),7,B형 검토,2,0.6250
2026-01-03,토요일,14,항동중학교입구3R-동(서향),없음(NULL),,B형,1,0.7917
2026-01-03,토요일,15,항동중학교입구3R-남(북향),있음(비0),2,B형 검토,0,0.0000
2026-01-03,토요일,15,항동중학교입구3R-북(남향),있음(비0),14,B형 검토,2,0.6250
2026-01-03,토요일,15,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6250
2026-01-03,토요일,16,항동중학교입구3R-남(북향),있음(비0),4,B형 검토,0,0.0000
2026-01-03,토요일,16,항동중학교입구3R-북(남향),있음(비0),17,B형 검토,2,0.6346
2026-01-03,토요일,16,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6346
2026-01-03,토요일,17,항동중학교입구3R-남(북향),있음(비0),1,B형 검토,0,0.0000
2026-01-03,토요일,17,항동중학교입구3R-북(남향),있음(비0),64,B형 검토,2,0.6346
2026-01-03,토요일,17,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6346
2026-01-03,토요일,18,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-03,토요일,18,항동중학교입구3R-북(남향),있음(비0),30,B형 검토,2,0.6442
2026-01-03,토요일,18,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6346
2026-01-03,토요일,19,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-03,토요일,19,항동중학교입구3R-북(남향),있음(비0),46,B형 검토,2,0.6538
2026-01-03,토요일,19,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6442
2026-01-03,토요일,20,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-03,토요일,20,항동중학교입구3R-북(남향),있음(비0),72,B형 검토,2,0.6442
2026-01-03,토요일,20,항동중학교입구3R-동(서향),없음(NULL),,B형,1,0.7917
2026-01-03,토요일,21,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-03,토요일,21,항동중학교입구3R-북(남향),있음(비0),71,B형 검토,2,0.6442
2026-01-03,토요일,21,항동중학교입구3R-동(서향),없음(NULL),,B형,1,0.7917
2026-01-03,토요일,22,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-03,토요일,22,항동중학교입구3R-북(남향),있음(비0),45,B형 검토,2,0.6442
2026-01-03,토요일,22,항동중학교입구3R-동(서향),없음(NULL),,B형,1,0.7917
2026-01-03,토요일,23,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-03,토요일,23,항동중학교입구3R-북(남향),있음(비0),54,B형 검토,2,0.6538
2026-01-03,토요일,23,항동중학교입구3R-동(서향),없음(NULL),,B형,1,0.7917
2026-01-04,일·공휴일,00,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,00,항동중학교입구3R-북(남향),있음(비0),33,B형 검토,2,0.6538
2026-01-04,일·공휴일,00,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6442
2026-01-04,일·공휴일,01,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,01,항동중학교입구3R-북(남향),있음(비0),18,B형 검토,2,0.6538
2026-01-04,일·공휴일,01,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6442
2026-01-04,일·공휴일,02,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,02,항동중학교입구3R-북(남향),있음(비0),19,B형 검토,2,0.6538
2026-01-04,일·공휴일,02,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6442
2026-01-04,일·공휴일,03,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,03,항동중학교입구3R-북(남향),있음(비0),14,B형 검토,2,0.6538
2026-01-04,일·공휴일,03,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6442
2026-01-04,일·공휴일,04,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,04,항동중학교입구3R-북(남향),있음(비0),24,B형 검토,2,0.6538
2026-01-04,일·공휴일,04,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6538
2026-01-04,일·공휴일,05,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,05,항동중학교입구3R-북(남향),있음(비0),24,B형 검토,2,0.6538
2026-01-04,일·공휴일,05,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6635
2026-01-04,일·공휴일,06,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,06,항동중학교입구3R-북(남향),있음(비0),37,B형 검토,2,0.6731
2026-01-04,일·공휴일,06,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6635
2026-01-04,일·공휴일,07,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
